Fecha,Caudalímetro 5,Consumo de energía sin restabecim. RTAE 5,Cto.1 Número de arranques del compresor,Cto.1 Presión del refrigerante del condensador,Cto.1 Presión del refrigerante del evaporador,Cto.1 Temperatura de saturación del refrigerante del condensador,Cto.1 Temperatura de saturación del refrigerante del evaporador,Cto.1 Tiempo de operación del compresor,Cto.2 Número de arranques del compresor,Cto.2 Presión del refrigerante del condensador,Cto.2 Presión del refrigerante del evaporador,Cto.2 Temperatura de saturación de refrigerante de evaporador,Cto.2 Temperatura de saturación de refrigerante del condensador,Cto.2 Tiempo de operación del compresor,Punto de ajuste activo de agua helada,Temperatura de entrada de agua,Temperatura de salida de agua,Temperatura del medio ambiente,iso_anomaly
2025-07-02,182.0,9251337.0,5413.0,1580.0,261.0,60.0,6.1,59305.0,4512.0,1579.0,270.0,6.8,60.0,55469.0,9.0,11.4,9.3,27.0,False
2025-07-03,185.0,9255923.0,5413.0,1437.0,262.0,56.0,6.2,59326.0,4512.0,1506.0,275.0,7.0,58.0,55491.0,9.0,12.1,9.5,24.0,False
2025-07-04,193.0,9261046.0,5413.0,1477.0,261.0,57.2,6.1,59350.0,4512.0,1569.0,273.0,6.9,59.0,55515.0,9.0,16.6,9.7,28.0,False
2025-07-05,186.0,9264350.0,5413.0,844.0,271.0,37.0,6.8,59368.0,4512.0,1485.0,280.0,7.5,38.4,55533.0,9.0,11.3,9.1,16.0,False
2025-07-08,165.0,9274877.0,5431.0,1061.0,262.0,45.0,6.1,59423.0,4512.0,1105.0,271.0,6.8,46.0,55611.0,9.0,10.9,9.0,24.0,False
2025-07-09,180.0,9278372.0,5431.0,1036.0,266.0,44.0,6.4,59446.0,4512.0,1137.0,277.0,7.3,47.5,55634.0,9.0,12.0,9.1,19.0,False
2025-07-10,170.0,9282522.0,5431.0,1179.0,263.0,48.0,6.2,59471.0,4512.0,1206.0,275.0,7.1,49.0,55660.0,9.0,11.9,9.0,20.0,False
2025-07-11,181.0,9287403.0,5431.0,1273.0,259.0,51.0,5.7,59497.0,4512.0,1357.0,271.0,6.8,54.0,55685.0,9.0,12.3,9.0,17.0,False
2025-07-12,163.0,9290669.0,5431.0,1083.0,268.0,45.0,6.6,59511.0,4512.0,1140.0,280.0,7.5,47.0,55699.0,9.0,13.1,9.0,13.0,False
2025-07-14,156.0,9303306.0,5431.0,1331.0,257.0,53.0,7.7,59568.0,4512.0,1426.0,270.0,6.7,56.0,55756.0,9.0,12.1,9.0,23.0,False
2025-07-15,187.0,9309091.0,5431.0,1160.0,264.0,48.0,6.3,59593.0,4512.0,1223.0,275.0,7.1,50.0,55781.0,9.0,11.6,9.0,20.0,False
2025-07-16,196.0,9313370.0,5431.0,1250.0,260.0,51.0,6.0,59616.0,4512.0,1322.0,272.0,6.9,53.0,55804.0,9.0,12.0,9.0,19.0,False
2025-07-17,181.0,9318056.0,5431.0,1023.0,267.0,44.0,6.5,59640.0,4512.0,1103.0,277.0,7.8,46.0,55828.0,9.0,11.5,9.0,19.0,False
2025-07-18,185.0,9322954.0,5431.0,1390.0,264.0,55.0,6.3,59663.0,4512.0,1491.0,276.0,7.2,58.0,55852.0,9.0,12.3,9.4,22.0,False
2025-07-19,186.0,9326770.0,5431.0,1155.0,266.0,48.0,6.4,59681.0,4512.0,1261.0,277.0,7.3,51.0,55869.0,9.0,12.1,9.1,19.0,False
2025-07-21,169.0,9336671.0,5431.0,1170.0,260.0,49.0,6.0,59736.0,4512.0,1246.0,270.0,6.7,51.0,55924.0,9.0,10.7,9.0,27.0,False
2025-07-22,186.0,9341148.0,5431.0,1546.0,255.0,59.0,5.6,59759.0,4512.0,1472.0,265.0,6.4,58.0,55947.0,9.0,11.0,9.0,27.0,False
2025-07-23,171.0,9344930.0,5431.0,1401.0,258.0,55.0,5.8,59783.0,4512.0,1478.0,270.0,6.7,57.0,55971.0,9.0,11.6,9.0,25.0,False
2025-07-24,176.0,9349876.0,5431.0,1483.0,260.0,57.0,6.0,59808.0,4512.0,1612.0,272.0,6.9,60.0,55996.0,9.0,11.9,9.1,26.0,False
2025-07-25,177.0,9354350.0,5431.0,1514.0,264.0,58.0,6.2,59830.0,4512.0,1584.0,275.0,7.1,60.0,56019.0,9.0,12.1,9.5,25.0,False
2025-07-26,175.0,9358363.0,5431.0,1373.0,26.0,55.0,6.4,59849.0,4512.0,1493.0,278.0,7.4,58.0,56037.0,9.0,12.7,9.2,20.0,False
2025-07-28,188.0,9369120.0,5431.0,1450.0,259.0,56.0,5.9,59903.0,4512.0,1514.0,270.0,6.7,58.0,56091.0,9.0,11.8,9.2,24.0,False
2025-07-29,187.0,9373727.0,5431.0,1471.0,270.0,57.0,8.7,59926.0,4512.0,1538.0,281.0,7.6,59.0,56114.0,9.0,12.5,9.9,25.0,False
2025-07-31,189.0,9382443.0,5431.0,1235.0,264.0,50.0,6.3,59974.0,4512.0,1300.0,275.0,7.1,52.0,56162.0,9.0,11.3,9.1,24.0,False
2025-08-01,187.0,9385947.0,5431.0,1069.0,266.0,45.0,6.4,59999.0,4512.0,1127.0,276.0,7.2,47.0,56188.0,9.0,11.5,8.9,21.0,False
2025-08-02,159.0,9387985.0,5432.0,806.0,273.0,3.6,7.0,60015.0,4512.0,859.0,282.0,7.6,38.0,56206.0,9.0,11.2,9.1,18.0,False
2025-08-04,178.0,9397515.0,5432.0,987.0,265.0,43.0,6.3,60070.0,4512.0,1041.0,273.0,6.9,44.0,56261.0,9.0,10.2,9.0,24.0,False
2025-08-05,164.0,9399970.0,5432.0,987.0,265.0,43.0,6.3,60070.0,4512.0,1669.0,288.0,8.1,63.0,56282.0,9.0,12.4,10.6,26.0,False
2025-08-06,196.0,9404033.0,5440.0,1139.0,262.0,48.0,6.1,60102.0,4513.0,1130.0,271.0,6.8,47.0,56304.0,9.0,11.8,9.0,22.0,False
2025-08-07,176.0,9407843.0,5440.0,1065.0,264.0,45.0,6.3,60125.0,4513.0,1125.0,275.0,7.1,47.0,56328.0,9.0,11.6,9.1,24.0,False
2025-08-08,186.0,9411954.0,5440.0,1446.0,260.0,57.0,6.0,60150.0,4513.0,1325.0,269.0,6.7,53.0,56352.0,9.0,12.0,8.9,22.0,False
2025-08-09,189.0,9415383.0,5440.0,1202.0,268.0,50.0,6.6,60168.0,4513.0,1143.0,276.0,7.2,48.0,56771.0,9.0,12.2,9.0,19.0,False
2025-08-11,184.0,9425136.0,5440.0,1359.0,264.0,53.0,6.3,60223.0,4513.0,1244.0,271.0,6.9,51.0,56426.0,9.0,11.8,9.0,22.0,False
2025-08-12,178.0,9427994.0,5441.0,879.0,269.0,39.0,6.7,60242.0,4513.0,873.0,278.0,7.3,38.0,56450.0,9.0,11.1,8.9,20.0,False
2025-08-13,184.0,9431224.0,5441.0,1128.0,265.0,47.0,6.4,60267.0,4513.0,1137.0,275.0,7.1,48.0,56474.0,9.0,11.5,9.1,24.0,False
2025-08-15,187.0,9439780.0,5441.0,1269.0,266.0,52.0,6.5,60312.0,5441.0,1223.0,276.0,7.2,50.0,60312.0,9.0,12.3,9.1,22.0,False
2025-08-16,185.0,9442773.0,5441.0,802.0,273.0,36.0,7.0,60330.0,4513.0,800.0,282.0,7.6,36.0,56538.0,9.0,11.8,9.0,14.0,False
2025-08-19,174.0,9453088.0,5443.0,926.0,270.0,40.0,7.1,60409.0,4513.0,924.0,277.0,7.3,40.0,56617.0,9.0,10.7,9.0,24.0,False
2025-08-20,186.0,9455874.0,5445.0,1239.0,267.0,50.0,6.6,60432.0,4513.0,1200.0,277.0,7.3,49.0,56640.0,9.0,11.8,9.1,22.0,False
2025-08-21,167.0,9459504.0,5445.0,908.0,271.0,40.0,6.8,60456.0,4513.0,9.3,280.0,7.5,40.0,56665.0,9.0,11.7,9.0,20.0,False
2025-08-22,170.0,9462732.0,5445.0,1224.0,263.0,50.0,6.3,60480.0,4513.0,1209.0,274.0,7.0,50.0,56689.0,9.0,11.9,9.1,25.0,False
2025-08-23,180.0,9465201.0,5445.0,986.0,274.0,42.0,7.0,60498.0,4513.0,947.0,282.0,7.7,41.0,56706.0,9.0,11.7,9.0,17.0,False
2025-08-25,0.0,9473132.0,5445.0,983.0,272.0,42.0,6.9,60552.0,4513.0,968.0,282.0,7.6,41.0,56760.0,9.0,12.0,9.0,18.0,False
2025-08-26,183.0,9476340.0,5445.0,1380.0,264.0,54.0,6.2,60575.0,4513.0,1345.0,273.0,7.0,53.0,56784.0,9.0,11.9,8.9,25.0,False
2025-08-27,164.0,94795449.0,5445.0,1380.0,264.0,54.0,6.2,60575.0,4513.0,868.0,272.0,6.9,38.0,56808.0,9.0,10.4,9.0,16.0,True
2025-08-28,165.0,9481649.0,5445.0,1075.0,271.0,45.0,8.4,60597.0,4515.0,1021.0,280.0,8.5,43.0,56832.0,9.0,11.2,9.1,24.0,False
2025-08-29,163.0,9485027.0,5451.0,1436.0,271.0,56.0,6.8,60620.0,4513.0,1417.0,282.0,7.6,56.0,56856.0,9.0,12.8,9.8,25.0,False
2025-08-30,165.0,9488221.0,5451.0,884.0,274.0,39.0,7.0,60638.0,4513.0,882.0,283.0,7.7,39.0,56874.0,9.0,12.2,9.1,15.0,False
2025-09-02,166.0,9498738.0,5454.0,772.0,275.0,34.0,7.2,60697.0,4513.0,785.0,284.0,7.8,35.0,56953.0,9.0,11.5,9.0,17.0,False
2025-09-04,176.0,9505158.0,5454.0,1131.0,268.0,47.0,6.6,60745.0,4513.0,1117.0,278.0,7.4,47.0,57001.0,9.0,12.3,9.0,21.0,False
2025-09-05,170.0,9508669.0,5454.0,963.0,272.0,41.0,6.9,60769.0,4513.0,1.36,281.0,7.6,44.0,57025.0,9.0,11.4,9.0,24.0,False
2025-09-06,165.0,9511097.0,5454.0,806.0,272.0,35.0,6.9,60786.0,4513.0,810.0,282.0,7.7,36.0,57043.0,9.0,12.2,8.9,16.0,False
2025-09-13,168.0,9539575.0,5455.0,858.0,276.0,38.0,7.2,60955.0,4513.0,859.0,285.0,7.8,38.0,57212.0,9.0,11.6,9.1,19.0,False
2025-09-17,198.0,9549370.0,5464.0,1446.0,285.0,56.0,7.9,61004.0,4513.0,1467.0,296.0,8.7,57.0,57312.0,9.0,14.0,10.5,26.0,False
2025-09-19,168.0,9558122.0,5464.0,1123.0,271.0,47.0,6.8,61054.0,4513.0,1137.0,281.0,7.5,47.0,57361.0,9.0,12.0,9.0,23.0,False
2025-09-20,174.0,9560677.0,5464.0,895.0,275.0,39.0,7.2,61070.0,4513.0,868.0,284.0,7.8,38.0,57378.0,9.0,11.9,9.0,17.0,False
2025-09-22,167.0,9566474.0,5471.0,1125.0,273.0,47.0,6.9,61097.0,4513.0,1144.0,282.0,7.6,48.0,57433.0,9.0,12.0,9.1,25.0,False
2025-09-23,175.0,9570037.0,5471.0,1071.0,273.0,45.0,7.0,61122.0,4513.0,1066.0,283.0,7.7,45.0,57458.0,9.0,11.6,9.0,24.0,False
2025-09-24,178.0,9573542.0,5471.0,1122.0,268.0,47.0,6.6,61146.0,4514.0,1147.0,279.0,7.4,48.0,57482.0,9.0,11.9,8.8,25.0,False
2025-09-27,179.0,9581394.0,5471.0,836.0,278.0,37.0,7.3,61210.0,4514.0,845.0,286.0,7.9,37.0,57545.0,9.0,11.2,9.0,18.0,False
2025-09-29,182.0,9589208.0,5471.0,1122.0,272.0,48.0,6.9,61265.0,4514.0,1120.0,281.0,7.6,47.0,57601.0,9.0,12.0,9.0,24.0,False
2025-09-30,185.0,9592841.0,5471.0,1249.0,269.0,51.0,6.7,51289.0,4514.0,1280.0,281.0,7.5,52.0,57624.0,9.0,12.4,9.1,25.0,False
2025-10-01,175.0,9596401.0,5471.0,864.0,277.0,38.0,7.2,61313.0,4514.0,907.0,286.0,7.9,39.0,57648.0,9.0,11.8,9.0,18.0,False
2025-10-02,176.0,9599970.0,5471.0,1176.0,271.0,48.0,6.8,61336.0,4514.0,1187.0,282.0,7.6,49.0,57672.0,9.0,12.4,9.0,22.0,False
2025-10-03,184.0,9603367.0,5471.0,1105.0,272.0,46.0,6.9,61360.0,4514.0,1123.0,281.0,7.6,47.0,57696.0,9.0,11.6,9.0,24.0,False
2025-10-04,185.0,9605891.0,5471.0,874.0,276.0,38.0,7.2,61378.0,4514.0,903.0,285.0,7.9,39.0,57713.0,9.0,12.1,9.0,16.0,False
2025-10-06,162.0,96117552.0,5476.0,996.0,273.0,43.0,7.0,61397.0,4514.0,1070.0,284.0,7.8,45.0,57768.0,9.0,12.4,9.0,22.0,False
2025-10-07,164.0,9615846.0,5476.0,988.0,273.0,43.0,7.0,61421.0,4514.0,1029.0,283.0,7.7,44.0,57792.0,9.0,11.6,9.0,25.0,False
2025-10-09,166.0,9622041.0,5476.0,1043.0,272.0,44.0,6.9,61467.0,4514.0,1090.0,283.0,7.7,46.0,57838.0,9.0,12.4,9.0,19.0,False
2025-10-11,181.0,9630108.0,5476.0,977.0,273.0,42.0,6.9,61511.0,4514.0,1008.0,282.0,7.7,43.0,57882.0,9.0,12.2,8.9,19.0,False
2025-10-13,159.0,9635200.0,5478.0,1063.0,272.0,45.0,6.9,61527.0,4514.0,1092.0,282.0,7.6,46.0,57936.0,26.1,11.6,9.0,9.0,False
2025-10-14,175.0,9639933.0,61552.0,13.6,267.0,52.0,6.6,4514.0,57960.0,5478.0,279.0,7.4,53.0,57960.0,9.0,12.5,8.9,28.0,True
2025-10-15,175.0,9639933.0,5478.0,1306.0,267.0,52.0,6.6,61552.0,4514.0,1327.0,279.0,7.4,53.0,57960.0,9.0,12.5,8.9,28.0,False
2025-10-16,186.0,9647882.0,5478.0,1410.0,269.0,55.0,6.6,61598.0,4514.0,1469.0,280.0,7.5,57.0,58007.0,9.0,12.4,9.1,28.1,False
2025-10-17,188.0,9652297.0,54780.0,1193.0,270.0,49.0,6.7,61623.0,4514.0,1324.0,283.0,7.7,53.0,58032.0,9.0,12.4,9.0,23.0,False
2025-10-18,189.0,9655248.0,5478.0,1079.0,273.0,46.0,7.0,61641.0,4514.0,1106.0,284.0,7.7,46.0,58050.0,9.0,12.5,9.1,19.0,False
2025-10-20,164.0,9660753.0,5481.0,1079.0,274.0,46.0,7.0,61667.0,4514.0,1139.0,284.0,7.8,48.0,58103.0,9.0,12.3,9.1,26.0,False
2025-10-21,185.0,9665499.0,5481.0,1356.0,269.0,54.0,6.7,61693.0,4514.0,1404.0,281.0,7.6,55.0,58129.0,9.0,12.4,9.0,24.0,False
2025-10-23,175.0,9674590.0,5481.0,1305.0,268.0,52.0,6.6,61740.0,4514.0,1351.0,280.0,7.5,54.0,58176.0,9.0,12.3,9.0,25.0,False
2025-10-25,159.0,9681387.0,5482.0,803.0,247.0,35.0,7.3,61782.0,4514.0,815.0,286.0,8.0,36.0,58218.0,9.0,11.8,9.0,16.0,False
2025-10-27,166.0,9686867.0,5488.0,1096.0,274.0,46.0,7.0,61806.0,4514.0,1140.0,284.0,7.8,47.0,58272.0,9.0,11.7,9.0,25.0,False
2025-10-28,177.0,9689814.0,5490.0,1205.0,272.0,49.0,6.9,61823.0,4514.0,1273.0,282.0,7.6,51.0,58296.0,9.0,11.7,9.1,30.0,False
2025-10-29,167.0,9692320.0,5493.0,910.0,276.0,39.0,7.2,61843.0,4514.0,953.0,285.0,7.9,41.0,58319.0,9.0,11.6,9.0,22.0,False
2025-10-30,184.0,9695920.0,5493.0,1430.0,262.0,56.0,6.1,61868.0,4514.0,1489.0,273.0,7.0,57.0,58344.0,8.5,11.9,8.5,25.0,False
2025-10-31,181.0,9699336.0,5493.0,1147.0,265.0,48.0,6.4,61890.0,4514.0,1209.0,276.0,7.2,49.0,58366.0,8.5,11.3,8.5,25.0,False
2025-11-01,182.0,9702715.0,5493.0,845.0,269.0,37.0,6.7,61910.0,4514.0,887.0,279.0,7.4,39.0,58386.0,8.5,11.4,8.5,15.8,False
2025-11-04,181.0,9710549.0,5498.0,1440.0,266.0,56.0,6.4,61952.0,4516.0,1493.0,277.0,7.2,57.0,58458.0,8.5,12.3,8.8,26.0,False
2025-11-05,192.0,9714816.0,5498.0,1418.0,266.0,56.0,6.4,61976.0,4516.0,1508.0,279.0,7.5,58.0,58482.0,8.5,12.4,8.9,25.0,False
2025-11-06,191.0,9718991.0,5499.0,1458.0,260.0,56.0,6.0,62001.0,4516.0,1524.0,272.0,6.9,58.0,58506.0,8.0,11.6,8.4,25.0,False
2025-11-10,180.0,9727983.0,5503.0,1085.0,260.0,46.0,7.2,62042.0,4516.0,1079.0,271.0,6.8,46.0,58603.0,8.0,11.7,8.0,15.0,False
2025-11-11,189.0,9731851.0,5503.0,1402.0,255.0,55.0,5.6,62066.0,4516.0,1535.0,269.0,6.7,58.0,58627.0,8.0,11.2,8.1,27.0,False
2025-11-13,176.0,9740230.0,5503.0,1148.0,260.0,48.0,6.1,62113.0,4516.0,1224.0,270.0,6.8,50.0,58674.0,8.0,10.8,8.0,24.0,False
2025-11-14,189.0,9743552.0,5503.0,1256.0,258.0,51.0,5.9,62137.0,4516.0,1335.0,268.0,6.6,53.0,58698.0,8.0,10.6,8.0,26.0,False
2025-11-15,193.0,9746219.0,5503.0,871.0,263.0,38.0,6.2,62155.0,4516.0,975.0,274.0,7.0,42.0,58716.0,8.0,11.2,8.0,16.0,False
2025-11-18,175.0,9759749.0,5503.0,1668.0,263.0,62.0,6.1,62232.0,45156.0,1710.0,276.0,7.2,63.0,58793.0,8.0,11.5,8.4,29.0,False
2025-11-19,190.0,9764103.0,5504.0,1060.0,256.0,45.0,5.7,62256.0,4518.0,1115.0,281.0,7.6,46.0,58817.0,8.0,11.1,8.3,24.0,False
2025-11-20,184.0,9767335.0,5505.0,1108.0,260.0,46.0,6.0,62281.0,4519.0,1159.0,270.0,6.7,48.0,58842.0,8.0,10.6,8.0,27.0,False
2025-11-21,187.0,9771016.0,5505.0,1124.0,259.0,47.0,5.9,62305.0,4519.0,1112.0,268.0,6.6,46.0,58866.0,8.0,10.9,8.0,24.0,False
2025-11-22,186.0,9773552.0,5505.0,813.0,265.0,36.0,6.4,62322.0,4519.0,812.0,273.0,7.0,36.0,58883.0,8.0,10.7,8.1,16.0,False
2025-11-27,188.0,97904759.0,5505.0,1184.0,258.0,49.0,5.8,62428.0,4520.0,1183.0,268.0,6.6,49.0,59007.0,8.0,11.5,8.0,21.0,False
2025-11-29,179.0,9796657.0,5508.0,715.0,265.0,32.0,6.4,62472.0,4520.0,735.0,274.0,7.0,33.0,59061.0,8.0,10.5,8.0,16.0,False
2025-12-01,180.0,9803852.0,5508.0,979.0,264.0,42.0,6.3,62525.0,4520.0,1050.0,272.0,6.9,44.0,59104.0,8.0,10.5,8.1,24.0,False
2025-12-02,186.0,9806827.0,5508.0,1275.0,260.0,52.0,6.0,62548.0,591245207.0,1250.0,270.0,6.7,51.0,59127.0,8.0,10.7,8.0,27.0,False
2025-12-04,191.0,9815311.0,5508.0,1632.0,264.0,61.0,6.4,62598.0,4520.0,1554.0,273.0,7.0,59.0,59177.0,8.0,11.4,8.6,29.0,False
2025-12-05,185.0,9819651.0,5508.0,6.9,262.0,272.0,6.1,62621.0,4520.0,1480.0,272.0,6.1,57.0,59200.0,8.0,11.6,8.5,27.0,True
2025-12-06,180.0,9822375.0,5508.0,766.0,266.0,34.0,6.4,62639.0,4520.0,766.0,274.0,7.1,34.0,59219.0,8.0,10.8,8.0,14.0,False
2025-12-08,182.0,9829900.0,5508.0,998.0,261.0,43.0,6.1,62693.0,4520.0,1018.0,270.0,6.8,43.0,59272.0,8.0,10.8,8.0,21.0,False
2025-12-09,183.0,9834081.0,5508.0,1385.0,260.0,55.0,6.0,62717.0,4520.0,1441.0,273.0,6.9,56.0,59296.0,8.0,12.1,8.5,27.0,False
2025-12-10,191.0,9838074.0,5508.0,1261.0,259.0,51.0,5.9,62742.0,4420.0,1318.0,269.0,6.7,53.0,59321.0,8.0,10.7,80.1,28.0,False
2025-12-11,187.0,9841350.0,5508.0,1408.0,259.0,55.0,5.9,62766.0,4520.0,1417.0,268.0,6.6,55.0,59345.0,8.0,10.8,8.0,27.0,False
2025-12-13,180.0,9847953.0,5508.0,768.0,264.0,34.0,6.3,62807.0,4520.0,804.0,274.0,7.0,35.0,59387.0,8.0,10.7,8.0,16.0,False
2025-12-15,176.0,9856107.0,5508.0,867.0,263.0,38.0,6.2,62860.0,4520.0,859.0,272.0,6.9,38.0,59439.0,8.0,10.7,8.0,19.0,False
2025-12-16,176.0,9859016.0,5508.0,92.0,263.0,40.0,6.2,62885.0,4520.0,958.0,272.0,6.9,41.0,59465.0,8.0,10.5,8.0,22.0,False
2025-12-17,187.0,9861720.0,5508.0,1186.0,261.0,49.0,6.1,62908.0,4520.0,1270.0,273.0,7.0,51.0,59488.0,8.0,10.9,8.1,26.0,False
2025-12-18,189.0,9864401.0,5508.0,972.0,263.0,42.0,6.2,62932.0,4520.0,1009.0,273.0,7.0,43.0,59511.0,8.0,10.9,8.1,18.0,False
2025-12-19,186.0,9868205.0,5508.0,1201.0,260.0,49.0,6.0,62957.0,4520.0,1194.0,270.0,6.7,49.0,59536.0,8.0,10.9,8.0,23.0,False
2025-12-20,179.0,9870473.0,5508.0,910.0,286.0,39.0,7.9,62971.0,4520.0,915.0,262.0,6.1,39.0,59555.0,8.0,10.1,8.1,10.0,False
2025-12-22,178.0,9875106.0,5513.0,1000.0,262.0,43.0,6.1,63000.0,4520.0,1004.0,271.0,6.8,43.0,59608.0,8.0,10.6,8.0,22.0,False
2025-12-23,181.0,9878843.0,5513.0,1264.0,256.0,51.0,5.7,63026.0,4520.0,1262.0,267.0,6.5,0.0,59633.0,8.0,10.8,8.1,26.0,False
2025-12-24,172.0,9881265.0,5513.0,647.0,265.0,31.0,6.4,63.0,4520.0,720.0,275.0,7.1,32.0,59652.0,8.0,11.0,8.0,12.0,True
2025-12-26,167.0,9884016.0,5521.0,871.0,262.0,38.0,6.2,63061.0,4564.0,891.0,272.0,6.9,39.0,59684.0,8.0,10.8,8.0,18.0,False
2025-12-27,201.0,9886022.0,5521.0,700.0,266.0,31.0,6.5,63079.0,4564.0,724.0,275.0,7.1,32.0,59701.0,8.0,10.6,8.0,11.0,False
2025-12-29,218.0,9895421.0,5521.0,1167.0,259.0,48.0,5.9,63132.0,4564.0,1173.0,268.0,6.6,48.0,59754.0,8.0,10.7,8.0,21.0,False
2025-12-31,193.0,9902551.0,5521.0,1167.0,259.0,48.0,5.9,63132.0,4564.0,852.0,264.0,6.3,37.0,59798.0,8.0,9.7,8.0,10.0,False
2026-01-02,185.0,9905227.0,5524.0,1322.0,255.0,52.8,5.7,63183.0,4565.0,1347.0,266.0,6.5,54.0,59827.0,8.0,11.0,8.0,25.0,False
2026-01-03,192.0,9908111.0,5524.0,717.0,265.0,32.0,6.3,63200.0,4565.0,752.0,273.0,7.0,33.0,59845.0,8.0,11.0,8.0,9.6,False
2026-01-05,150.0,9913259.0,5527.0,884.0,262.0,39.0,6.1,63217.0,4565.0,915.0,271.0,6.8,40.0,59898.0,8.0,10.3,8.1,25.0,False
2026-01-06,164.0,9916717.0,5528.0,1224.0,258.0,50.0,5.9,63244.0,4565.0,1248.0,268.0,6.6,51.0,59925.0,8.0,10.5,8.1,25.0,False
2026-01-07,197.0,9919865.0,5528.0,1462.0,257.0,57.0,5.8,63266.0,4565.0,1631.0,268.0,6.6,58.0,59946.0,8.0,10.9,8.4,28.0,False
2026-01-08,205.0,9924656.0,5528.0,1462.0,255.0,57.0,5.6,63292.0,4565.0,1550.0,266.0,6.4,58.0,59972.0,8.0,10.9,8.2,26.0,False
2026-01-09,203.0,9928463.0,5528.0,1493.0,262.0,58.0,6.1,63314.0,4565.0,1534.0,272.0,6.9,59.0,59995.0,8.0,11.0,8.3,30.0,False
2026-01-10,218.0,9931912.0,5528.0,843.0,264.0,37.0,6.3,63332.0,4565.0,893.0,272.0,6.9,39.0,60013.0,8.0,10.8,8.0,12.0,False
2026-01-12,214.0,9937745.0,5530.0,1341.0,252.0,54.0,5.4,63359.0,4565.0,1434.0,263.0,6.2,56.0,60067.0,8.0,10.4,7.8,24.0,False
2026-01-13,223.0,9941643.0,5531.0,1031.0,257.0,44.0,5.7,63380.0,4566.0,1070.0,265.0,6.4,45.0,60089.0,8.0,10.4,8.0,21.0,False
2026-01-14,226.0,9946410.0,5531.0,1148.0,255.0,48.0,5.6,63405.0,4566.0,1162.0,263.0,6.2,48.0,60114.0,8.0,9.8,8.1,25.0,False
2026-01-15,235.0,9949987.0,5531.0,1155.0,252.0,48.0,5.4,63429.0,4566.0,1123.0,261.0,6.1,47.0,60137.0,8.0,10.3,7.9,20.0,False
2026-01-16,196.0,9953884.0,5531.0,1106.0,253.0,46.0,5.5,63454.0,4566.0,1126.0,263.0,6.2,47.0,60162.0,8.0,10.3,8.1,22.0,False
2026-01-17,203.0,9955876.0,5531.0,618.0,267.0,27.0,6.5,63471.0,4566.0,630.0,274.0,7.0,28.0,60180.0,8.0,10.0,8.0,11.0,False
2026-01-19,198.0,9959465.0,5533.0,794.0,260.0,35.0,6.0,63485.0,4566.0,806.0,266.0,6.5,36.0,60234.0,8.0,9.3,8.0,21.0,False
2026-01-20,223.0,9962946.0,5533.0,1401.0,249.0,55.0,5.1,63509.0,4566.0,1398.0,260.0,6.0,55.0,60258.0,8.0,10.5,8.1,23.0,False
2026-01-21,221.0,9968071.0,5533.0,1255.0,247.0,51.0,4.9,63533.0,4566.0,1279.0,257.0,5.8,52.0,60282.0,8.0,10.1,7.9,23.0,False
2026-01-22,205.0,9971588.0,5533.0,1092.0,255.0,46.0,5.6,63555.0,4566.0,1121.0,264.0,6.3,47.0,60305.0,8.0,10.0,8.1,23.0,False
2026-01-23,203.0,9974559.0,5534.0,1034.0,253.0,44.0,5.4,63575.0,4566.0,1076.0,261.0,6.1,45.0,60329.0,8.0,9.7,8.0,25.0,False
2026-01-24,237.0,9976713.0,5535.0,616.0,268.0,27.0,6.6,63592.0,4566.0,626.0,275.0,7.1,28.0,60348.0,8.0,9.8,8.1,11.0,False
2026-01-26,244.0,9882694.0,5538.0,1431.0,270.0,56.0,6.7,63625.0,4566.0,1472.0,279.0,7.5,57.0,60401.0,8.0,11.7,9.6,26.0,False
2026-01-28,246.0,0.0,5538.0,1460.0,254.0,58.0,5.6,63672.0,4566.0,1459.0,263.0,6.2,57.0,60448.0,8.0,10.2,8.8,28.0,False
2026-01-29,239.0,9999207.0,5538.0,1503.0,259.0,58.0,6.0,63697.0,4566.0,1518.0,269.0,6.7,58.0,60473.0,8.0,10.6,9.4,28.0,False
2026-01-30,232.0,10004632.0,5538.0,1451.0,254.0,56.0,5.5,63722.0,4566.0,1434.0,264.0,6.3,56.0,60498.0,8.0,10.5,9.1,28.0,False
2026-01-31,227.0,10008862.0,5538.0,916.0,259.0,40.0,5.9,63741.0,4566.0,941.0,267.0,6.6,41.0,60517.0,8.0,10.2,8.1,16.0,False
2026-02-03,229.0,10021154.0,5543.0,1387.0,256.0,55.0,5.6,63812.0,4566.0,1461.0,266.0,6.4,57.0,60595.0,8.0,10.6,9.1,25.0,False
2026-02-04,197.0,10025378.0,5543.0,1436.0,245.0,56.0,4.7,63834.0,4566.0,1495.0,257.0,5.8,57.0,60617.0,8.0,9.9,8.0,27.0,False
2026-02-05,218.0,10029870.0,5543.0,1389.0,251.0,55.0,5.3,63858.0,4566.0,1403.0,261.0,6.1,55.0,60641.0,8.0,10.8,8.5,25.0,False
2026-02-06,238.0,10034981.0,5543.0,1411.0,256.0,56.0,5.7,63881.0,4566.0,1436.0,266.0,6.4,56.0,60665.0,8.0,10.8,9.0,24.0,False
2026-02-07,223.0,10038613.0,5543.0,673.0,266.0,30.0,6.5,63900.0,4566.0,721.0,274.0,7.0,32.0,60684.0,8.0,10.2,8.0,12.0,False
