ts_open,o,h,l,c,v,ts_close
1779283800.0,223.100006,223.115005,221.100006,222.160004,11608564.000000,1779284100.0
1779284100.0,222.179993,222.460007,220.494995,221.104996,3745755.000000,1779284400.0
1779284400.0,221.092697,222.089996,220.820007,221.937195,2986206.000000,1779284700.0
1779284700.0,221.945007,222.350006,221.399994,221.740005,2656976.000000,1779285000.0
1779285000.0,221.720505,222.320007,221.009995,221.264999,2001839.000000,1779285300.0
1779285300.0,221.300003,222.130005,220.779999,221.940094,2556128.000000,1779285600.0
1779285600.0,222.000000,222.470001,221.740005,222.190094,1786075.000000,1779285900.0
1779285900.0,222.190002,223.320007,222.119995,223.095001,2656563.000000,1779286200.0
1779286200.0,223.100006,224.089905,222.479996,223.620102,2625161.000000,1779286500.0
1779286500.0,223.649994,224.619995,223.520096,224.240005,3073994.000000,1779286800.0
1779286800.0,224.250000,225.070007,223.235001,223.360001,3491836.000000,1779287100.0
1779287100.0,223.376495,224.349899,223.250000,224.339905,1881283.000000,1779287400.0
1779287400.0,224.350006,225.048996,224.250000,224.669998,2434019.000000,1779287700.0
1779287700.0,224.660004,225.089996,224.170105,224.764999,1781731.000000,1779288000.0
1779288000.0,224.759995,225.300003,224.389999,224.869995,2072091.000000,1779288300.0
1779288300.0,224.899994,225.000000,223.850006,224.139999,1586075.000000,1779288600.0
1779288600.0,224.149994,224.750000,223.970001,224.729904,1336648.000000,1779288900.0
1779288900.0,224.690002,225.210007,224.639999,224.750000,1546052.000000,1779289200.0
1779289200.0,224.740005,224.889999,224.210007,224.529999,1126436.000000,1779289500.0
1779289500.0,224.520004,225.039902,224.419998,225.000000,1292302.000000,1779289800.0
1779289800.0,225.009995,225.279999,224.940002,225.250000,1569885.000000,1779290100.0
1779290100.0,225.259995,226.130005,224.949997,225.627106,3089326.000000,1779290400.0
1779290400.0,225.610001,225.880005,225.460007,225.669998,1234553.000000,1779290700.0
1779290700.0,225.649994,225.850006,225.179993,225.244995,1747840.000000,1779291000.0
1779291000.0,225.250000,225.529999,225.104996,225.360001,1100222.000000,1779291300.0
1779291300.0,225.389999,225.639999,224.833603,224.884995,1121397.000000,1779291600.0
1779291600.0,224.899994,225.248993,224.679993,225.169998,1143620.000000,1779291900.0
1779291900.0,225.169998,225.250000,224.960800,225.235001,941886.000000,1779292200.0
1779292200.0,225.250000,225.330002,224.539993,224.789993,1183212.000000,1779292500.0
1779292500.0,224.779999,225.029999,224.600006,224.945007,909241.000000,1779292800.0
1779292800.0,224.949997,225.289993,224.899994,225.017395,943709.000000,1779293100.0
1779293100.0,225.009995,225.279999,224.880005,225.070007,809737.000000,1779293400.0
1779293400.0,225.074997,225.300003,224.729996,224.735001,1004087.000000,1779293700.0
1779293700.0,224.729996,224.759995,224.009995,224.214996,1341828.000000,1779294000.0
1779294000.0,224.240005,224.440002,223.850006,224.199997,1341336.000000,1779294300.0
1779294300.0,224.169998,224.300003,223.800003,224.260101,913175.000000,1779294600.0
1779294600.0,224.279999,224.699997,224.210007,224.419998,902389.000000,1779294900.0
1779294900.0,224.419998,224.649994,224.240005,224.509995,867805.000000,1779295200.0
1779295200.0,224.519897,225.000000,224.369995,224.889999,1248562.000000,1779295500.0
1779295500.0,224.875000,224.899994,224.089996,224.410004,1016155.000000,1779295800.0
1779295800.0,224.399994,224.769394,224.339996,224.725006,667900.000000,1779296100.0
1779296100.0,224.740005,224.770004,224.149994,224.610001,1018520.000000,1779296400.0
1779296400.0,224.610001,224.779999,224.440002,224.479996,771321.000000,1779296700.0
1779296700.0,224.475006,224.699997,224.449997,224.570007,552144.000000,1779297000.0
1779297000.0,224.600006,224.999893,224.440002,224.919998,807631.000000,1779297300.0
1779297300.0,224.904999,225.065002,224.570007,224.929993,818701.000000,1779297600.0
1779297600.0,224.949997,225.080002,224.815002,224.990005,628697.000000,1779297900.0
1779297900.0,224.990005,225.119995,224.809998,224.919998,689470.000000,1779298200.0
1779298200.0,224.919998,225.050003,224.750000,224.794998,824801.000000,1779298500.0
1779298500.0,224.794998,225.160004,224.660004,224.750000,875043.000000,1779298800.0
1779298800.0,224.739899,224.762604,224.479996,224.514999,624735.000000,1779299100.0
1779299100.0,224.520004,224.589996,224.339996,224.460007,1663912.000000,1779299400.0
1779299400.0,224.469894,224.539597,224.199997,224.259995,790897.000000,1779299700.0
1779299700.0,224.255005,224.639999,224.220001,224.479996,703394.000000,1779300000.0
1779300000.0,224.500000,224.789902,224.250000,224.769897,806093.000000,1779300300.0
1779300300.0,224.759995,224.899994,224.589996,224.699997,846221.000000,1779300600.0
1779300600.0,224.699997,224.750000,224.220001,224.339996,789322.000000,1779300900.0
1779300900.0,224.332993,224.479904,224.289993,224.460007,626863.000000,1779301200.0
1779301200.0,224.449997,224.490005,223.881897,223.910004,1205147.000000,1779301500.0
1779301500.0,223.880005,224.309998,223.860001,224.270004,904123.000000,1779301800.0
1779301800.0,224.264999,224.319901,223.928604,224.149994,787703.000000,1779302100.0
1779302100.0,224.139999,224.149994,223.820007,223.830002,1129825.000000,1779302400.0
1779302400.0,223.830002,223.940002,222.820007,222.820007,2185277.000000,1779302700.0
1779302700.0,222.829895,223.031006,222.630005,222.750000,1463987.000000,1779303000.0
1779303000.0,222.735001,222.740005,222.030701,222.389999,1723666.000000,1779303300.0
1779303300.0,222.392395,222.869995,222.360001,222.740005,1649000.000000,1779303600.0
1779303600.0,222.750000,222.839996,222.330002,222.509995,1346722.000000,1779303900.0
1779303900.0,222.524994,222.916397,222.475006,222.739395,1612519.000000,1779304200.0
1779304200.0,222.719894,222.940002,222.600098,222.804993,1318968.000000,1779304500.0
1779304500.0,222.809906,222.869995,222.410004,222.710007,1304765.000000,1779304800.0
1779304800.0,222.714996,222.910004,222.669998,222.869904,1303336.000000,1779305100.0
1779305100.0,222.869995,222.899994,222.619995,222.880005,1146750.000000,1779305400.0
1779305400.0,222.889206,223.000000,222.589996,222.925003,1545508.000000,1779305700.0
1779305700.0,222.919998,223.520004,222.820099,223.320007,2216054.000000,1779306000.0
1779306000.0,223.324997,223.470001,223.169998,223.449905,1709681.000000,1779306300.0
1779306300.0,223.429993,223.559998,223.039993,223.070007,2164586.000000,1779306600.0
1779306600.0,223.074997,223.649994,222.860001,223.259995,3240572.000000,1779306900.0
1779306900.0,223.289993,223.570007,222.880005,223.434998,4960350.000000,1779307200.0
1779370200.0,222.199997,227.149994,220.350006,227.099899,26690834.000000,1779370500.0
1779370500.0,227.080002,227.399902,222.630005,223.175003,9519156.000000,1779370800.0
1779370800.0,223.187805,224.449997,223.059998,223.869995,5470498.000000,1779371100.0
1779371100.0,223.875000,224.699997,221.740005,221.900101,5094860.000000,1779371400.0
1779371400.0,221.925003,222.869995,221.429993,222.677200,3719455.000000,1779371700.0
